timestamp,profit
"2004-11-09 00:00:00",6813.71
"2004-11-10 00:00:00",8145.21
"2004-11-12 00:00:00",15126.98
"2004-11-15 00:00:00",19920.74
"2004-11-16 00:00:00",6673.46
"2004-11-17 00:00:00",38528.61
"2004-11-18 00:00:00",10986.98
"2004-11-19 00:00:00",10276.18
"2004-11-20 00:00:00",21097.09
"2004-11-21 00:00:00",8880.70
"2004-11-22 00:00:00",4562.27
"2004-11-23 00:00:00",21598.48
"2004-11-24 00:00:00",49430.00
"2004-11-25 00:00:00",9013.04
"2004-11-29 00:00:00",21539.37
"2004-12-01 00:00:00",16976.39
"2004-12-02 00:00:00",17428.37
"2004-12-03 00:00:00",9481.26
"2004-12-04 00:00:00",9180.95
"2004-12-07 00:00:00",9643.19
"2004-12-09 00:00:00",10240.59
"2004-12-10 00:00:00",32222.04
"2004-12-15 00:00:00",13266.87
"2004-12-17 00:00:00",13196.67
"2005-01-05 00:00:00",5631.52
"2005-01-06 00:00:00",17351.67
"2005-01-07 00:00:00",3063.64
"2005-01-10 00:00:00",5757.80
"2005-01-12 00:00:00",17692.79
"2005-01-19 00:00:00",5161.17
"2005-01-20 00:00:00",21172.17
"2005-01-23 00:00:00",14522.45
"2005-01-26 00:00:00",11554.27
"2005-01-31 00:00:00",19276.91
"2005-02-02 00:00:00",8765.48
"2005-02-03 00:00:00",20332.56
"2005-02-08 00:00:00",822.15
"2005-02-09 00:00:00",8888.43
"2005-02-10 00:00:00",21254.54
"2005-02-16 00:00:00",13571.77
"2005-02-17 00:00:00",32690.19
"2005-02-22 00:00:00",14580.27
"2005-02-23 00:00:00",4798.10
"2005-02-28 00:00:00",1817.03
"2005-03-01 00:00:00",17931.74
"2005-03-02 00:00:00",571.56
"2005-03-03 00:00:00",24307.05
"2005-03-04 00:00:00",22070.38
"2005-03-09 00:00:00",11504.88
"2005-03-10 00:00:00",3703.27
"2005-03-15 00:00:00",6933.83
"2005-03-17 00:00:00",7203.47
"2005-03-23 00:00:00",10282.94
"2005-03-28 00:00:00",4784.18
"2005-03-30 00:00:00",17767.54
"2005-04-01 00:00:00",11998.84
"2005-04-03 00:00:00",15031.34
"2005-04-07 00:00:00",5551.77
"2005-04-08 00:00:00",16139.58
"2005-04-14 00:00:00",13654.46
"2005-04-15 00:00:00",7997.39
"2005-04-22 00:00:00",21432.23
"2005-04-23 00:00:00",598.53
"2005-05-01 00:00:00",10719.26
"2005-05-03 00:00:00",19805.16
"2005-05-05 00:00:00",11985.51
"2005-05-06 00:00:00",17585.60
"2005-05-09 00:00:00",3808.13
"2005-05-10 00:00:00",12499.67
"2005-05-13 00:00:00",12757.72
"2005-05-17 00:00:00",18883.81
"2005-05-29 00:00:00",20795.07
"2005-05-30 00:00:00",4983.64
"2005-05-31 00:00:00",28481.03
